User "Follower Count" "First Tweet Date" "Last Tweet Date" "Time Between T1 Tn" "Avg Tweets Per Day" "Tweet Total" "Retweet Total" "Favorite Total" "Avg Favorites" "Average Retweets" "Avg Inter Per Tweet" "Avg Int Per Tweet Per Follower"
ManUtd 14411447 "2017-09-21 14:31:59" "2017-09-17 13:54:09" 4 50.0 200 338528 603770 3018.85 1692.64 235574.5 0.016346346067816785
WhiteHouse 15522385 "2017-09-21 14:33:48" "2017-09-05 18:37:18" 15 13.333333333333334 200 752601 259538 1297.69 3763.005 67475.93333333333 0.004347008100451917
tomhanks 14118971 "2017-09-14 22:50:42" "2014-11-04 14:13:11" 1045 0.19138755980861244 200 293405 1568356 7841.78 1467.025 1781.5894736842106 0.00012618408761404855
salman_alodah 14199271 "2017-09-09 13:24:09" "2017-06-10 21:09:54" 90 2.2222222222222223 200 399779 419018 2095.09 1998.895 9097.744444444445 0.0006407191217383234
detikcom 14631492 "2017-09-21 14:30:46" "2017-09-21 06:29:28" 1 200.0 200 1790 2718 13.59 8.95 4508.0 0.0003081025503072414
facebook 14041721 "2017-09-20 22:23:04" "2017-08-17 20:58:04" 34 5.882352941176471 200 88 393 1.965 0.44 14.147058823529411 1.007501774428463e-06
ObamaWhiteHouse 13970147 "2017-01-20 15:31:41" "2017-01-11 02:07:09" 9 22.22222222222222 200 4319987 1520629 7603.145 21599.935 648957.3333333334 0.04645314994418694
RafaelNadal 14034485 "2017-09-21 13:09:00" "2016-11-23 17:03:31" 301 0.6644518272425249 200 463364 1777969 8889.845 2316.82 7446.28903654485 0.0005305708785569866
ashleytisdale 13850128 "2017-09-21 04:30:40" "2017-07-25 17:22:56" 57 3.508771929824561 200 1845088 397958 1989.79 9225.44 39351.68421052632 0.0028412505798160364
ClaudiaLeitte 14295772 "2017-09-21 13:15:10" "2017-09-02 14:42:29" 18 11.11111111111111 200 13664 49376 246.88 68.32 3502.2222222222226 0.00024498307766955313
iamwill 13644040 "2017-09-21 03:47:16" "2017-03-18 21:05:08" 186 1.0698924731182795 199 265965 69491 349.20100502512565 1336.5075376884422 1803.52688172043 0.00013218422708526434
Forbes 13636978 "2017-09-21 14:30:00" "2017-09-19 02:00:01" 2 100.0 200 16936 24542 122.71 84.68 20739.0 0.0015207914832743735
Playstation 14750855 "2017-09-21 10:00:05" "2017-08-30 17:32:11" 21 9.523809523809524 200 96464 271003 1355.015 482.32 17498.428571428572 0.0011862653772563402
UberSoc 13538355 "2017-08-21 19:05:14" "2015-03-13 01:29:35" 892 0.2242152466367713 200 5933 4038 20.19 29.665 11.178251121076233 8.256727734703539e-07
jamesdrodriguez 13532210 "2017-09-20 19:47:34" "2016-01-20 18:03:50" 609 0.3284072249589491 200 951889 3641516 18207.58 4759.445 7542.536945812808 0.0005573765811950012
voguemagazine 13340392 "2017-09-21 14:19:40" "2017-09-19 09:12:56" 2 100.0 200 31398 39748 198.74 156.99 35573.0 0.0026665633213776626
Pontifex 13455270 "2017-09-21 11:30:02" "2017-02-18 12:30:02" 214 0.9345794392523364 200 2604087 8413891 42069.455 13020.435 51485.8785046729 0.0038264470727583247
marcosmion 13409740 "2017-09-21 01:51:30" "2017-09-02 01:49:00" 19 10.473684210526315 199 12235 60224 302.63316582914575 61.482412060301506 3813.6315789473683 0.00028439265630410195
CHANEL 13256661 "2017-09-12 19:33:10" "2017-01-24 20:00:18" 230 0.8695652173913043 200 258013 642195 3210.975 1290.065 3913.9478260869564 0.00029524386465694163
aliaa08 13315909 "2017-09-21 05:42:01" "2017-03-23 08:04:03" 181 1.0994475138121547 199 162202 1064073 5347.100502512563 815.0854271356784 6775.0 0.0005087898993602314
AlArabiya 13204315 "2017-09-21 14:19:54" "2017-09-17 21:56:11" 3 66.66666666666667 200 14797 15575 77.875 73.985 10124.0 0.0007667190611553874
CMYLMZ 13184846 "2017-09-19 14:40:37" "2017-02-11 13:46:46" 220 0.9090909090909091 200 215040 1574229 7871.145 1075.2 8133.040909090909 0.0006168476225729833
